Customer_ID,User_Name,Product_Name,Product_ID,Comment,Sentiment,Sentimental_Score
cous__.344,Sita,Pita Bread,PID005344,Fresh and tasty.,Positive,0.885
cous__.345,Aditya,Sourdough Bread,PID005345,Fresh and tasty.,Neutral,0.0
cous__.346,Aditya,Multigrain Cereal,PID005346,Loved the taste!,Negative,-0.674
cous__.347,Meera,Oatmeal,PID005347,"Not good, expected better.",Positive,0.885
cous__.348,Rahul,Granola Bars,PID005348,"Not good, expected better.",Positive,0.885
cous__.349,Varun,Protein Bars,PID005349,Loved the taste!,Positive,0.885
cous__.350,Meera,Raisin Bran Cereal,PID005350,Highly recommended!,Negative,-0.674
cous__.351,Kunal,Frozen Vegetables,PID005351,Worth the price.,Negative,-0.674
cous__.352,Suman,Frozen French Fries,PID005352,Average experience.,Positive,0.885
cous__.353,Kunal,Frozen Chicken Nuggets,PID005353,Not satisfied.,Neutral,0.0
cous__.354,Kiran,Frozen Fish Sticks,PID005354,Loved the taste!,Neutral,0.0
cous__.355,Aditya,Frozen Dumplings,PID005355,Loved the taste!,Negative,-0.674
cous__.356,Arjun,Frozen Spring Rolls,PID005356,Bad packaging.,Neutral,0.0
cous__.357,Mira,Frozen Waffles,PID005357,Highly recommended!,Positive,0.885
cous__.358,Priya,Frozen Berries,PID005358,Worth the price.,Negative,-0.674
cous__.359,Sita,Tofu,PID005359,Fresh and tasty.,Neutral,0.0
cous__.360,Kunal,Dried Fruits,PID005360,"Not good, expected better.",Neutral,0.0
cous__.361,Arjun,Canned Soup,PID005361,"Too spicy, not for me.",Positive,0.885
cous__.362,Raju,Nut Mix,PID005362,Not satisfied.,Positive,0.885
cous__.363,Kunal,Rice Cakes,PID005363,Very delicious!,Negative,-0.674
cous__.364,Sneha,Pancake Mix,PID005364,"Too spicy, not for me.",Neutral,0.0
cous__.365,Pooja,Potato Chips,PID005365,Very delicious!,Neutral,0.0
cous__.366,Raju,Corn Chips,PID005366,Fresh and tasty.,Positive,0.885
cous__.367,Priya,Tortilla Chips,PID005367,Worth the price.,Positive,0.885
cous__.368,Swati,Veggie Chips,PID005368,Fresh and tasty.,Positive,0.885
cous__.369,Priya,Pretzels,PID005369,Average experience.,Negative,-0.674
cous__.370,Amit,Popcorn,PID005370,"Too spicy, not for me.",Positive,0.885
cous__.371,Pooja,Milk,PID005371,"Not good, expected better.",Positive,0.885
cous__.372,Sneha,Yogurt,PID005372,Worth the price.,Neutral,0.0
cous__.373,Suman,Cheddar Cheese,PID005373,Not satisfied.,Neutral,0.0
cous__.374,Pooja,Mozzarella Cheese,PID005374,"Not good, expected better.",Negative,-0.674
cous__.375,Rohan,Greek Yogurt,PID005375,Average experience.,Neutral,0.0
cous__.376,Kunal,Butter,PID005376,Bad packaging.,Negative,-0.674
cous__.377,Divya,Cream Cheese,PID005377,Not satisfied.,Neutral,0.0
cous__.378,Meera,Cottage Cheese,PID005378,Highly recommended!,Negative,-0.674
cous__.379,Sita,Orange Juice,PID005379,Very delicious!,Neutral,0.0
cous__.380,Meera,Apple Juice,PID005380,Not satisfied.,Positive,0.885
cous__.381,Arjun,Green Tea,PID005381,Highly recommended!,Positive,0.885
cous__.382,Swati,Coffee,PID005382,Fresh and tasty.,Positive,0.885
cous__.383,Swati,Soft Drink,PID005383,"Too spicy, not for me.",Neutral,0.0
cous__.384,Kunal,Black Tea,PID005384,Very delicious!,Positive,0.885
cous__.385,Sneha,Herbal Tea,PID005385,Average experience.,Positive,0.885
cous__.386,Kiran,Sparkling Water,PID005386,Not satisfied.,Positive,0.885
cous__.387,Swati,Ready-to-Eat Pasta,PID005387,Fresh and tasty.,Positive,0.885
cous__.388,Amit,Frozen Pizza,PID005388,"Too spicy, not for me.",Positive,0.885
cous__.389,Raju,Frozen Burritos,PID005389,Loved the taste!,Positive,0.885
cous__.390,Sita,Frozen Lasagna,PID005390,Fresh and tasty.,Negative,-0.674
cous__.391,Rohan,Instant Noodles,PID005391,Fresh and tasty.,Positive,0.885
cous__.392,Amit,Whole Wheat Bread,PID005392,Worth the price.,Positive,0.885
cous__.393,Kiran,Bagels,PID005393,Bad packaging.,Neutral,0.0
cous__.394,Varun,Croissants,PID005394,"Not good, expected better.",Positive,0.885
cous__.395,Divya,English Muffins,PID005395,Not satisfied.,Neutral,0.0
cous__.396,Aditya,Pita Bread,PID005396,Loved the taste!,Neutral,0.0
cous__.397,Varun,Sourdough Bread,PID005397,Not satisfied.,Negative,-0.674
cous__.398,Mira,Multigrain Cereal,PID005398,Worth the price.,Negative,-0.674
cous__.399,Rohan,Oatmeal,PID005399,Average experience.,Negative,-0.674
cous__.400,Divya,Granola Bars,PID005400,Very delicious!,Neutral,0.0
cous__.401,Arjun,Protein Bars,PID005401,Worth the price.,Negative,-0.674
cous__.402,Varun,Raisin Bran Cereal,PID005402,"Not good, expected better.",Positive,0.885
cous__.403,Meera,Frozen Vegetables,PID005403,"Too spicy, not for me.",Neutral,0.0
cous__.404,Sita,Frozen French Fries,PID005404,Loved the taste!,Positive,0.885
cous__.405,Swati,Frozen Chicken Nuggets,PID005405,Average experience.,Positive,0.885
cous__.406,Rohan,Frozen Fish Sticks,PID005406,Worth the price.,Neutral,0.0
cous__.407,Kunal,Frozen Dumplings,PID005407,Average experience.,Neutral,0.0
cous__.408,Kiran,Frozen Spring Rolls,PID005408,Very delicious!,Negative,-0.674
cous__.409,Aditya,Frozen Waffles,PID005409,Bad packaging.,Negative,-0.674
cous__.410,Aditya,Frozen Berries,PID005410,"Not good, expected better.",Neutral,0.0
cous__.411,Rohan,Tofu,PID005411,Fresh and tasty.,Positive,0.885
cous__.412,Kunal,Dried Fruits,PID005412,"Too spicy, not for me.",Negative,-0.674
cous__.413,Kunal,Canned Soup,PID005413,Worth the price.,Positive,0.885
cous__.414,Swati,Nut Mix,PID005414,Worth the price.,Neutral,0.0
cous__.415,Swati,Rice Cakes,PID005415,Very delicious!,Positive,0.885
cous__.416,Mira,Pancake Mix,PID005416,"Too spicy, not for me.",Positive,0.885
cous__.417,Kiran,Potato Chips,PID005417,Bad packaging.,Neutral,0.0
cous__.418,Kunal,Corn Chips,PID005418,Average experience.,Neutral,0.0
cous__.419,Swati,Tortilla Chips,PID005419,Highly recommended!,Positive,0.885
cous__.420,Meera,Veggie Chips,PID005420,Very delicious!,Negative,-0.674
cous__.421,Varun,Pretzels,PID005421,Bad packaging.,Negative,-0.674
cous__.422,Swati,Popcorn,PID005422,Very delicious!,Positive,0.885
cous__.423,Priya,Milk,PID005423,Highly recommended!,Neutral,0.0
cous__.424,Varun,Yogurt,PID005424,Loved the taste!,Negative,-0.674
cous__.425,Sita,Cheddar Cheese,PID005425,Bad packaging.,Negative,-0.674
cous__.426,Raju,Mozzarella Cheese,PID005426,"Not good, expected better.",Negative,-0.674
cous__.427,Arjun,Greek Yogurt,PID005427,Highly recommended!,Positive,0.885
cous__.428,Swati,Butter,PID005428,"Not good, expected better.",Positive,0.885
cous__.429,Raju,Cream Cheese,PID005429,Loved the taste!,Positive,0.885
cous__.430,Raju,Cottage Cheese,PID005430,Average experience.,Negative,-0.674
cous__.431,Kunal,Orange Juice,PID005431,Loved the taste!,Positive,0.885
cous__.432,Sneha,Apple Juice,PID005432,Loved the taste!,Positive,0.885
cous__.433,Divya,Green Tea,PID005433,Bad packaging.,Neutral,0.0
cous__.434,Kiran,Coffee,PID005434,"Too spicy, not for me.",Positive,0.885
cous__.435,Aditya,Soft Drink,PID005435,Bad packaging.,Negative,-0.674
cous__.436,Priya,Black Tea,PID005436,Worth the price.,Positive,0.885
cous__.437,Kunal,Herbal Tea,PID005437,Worth the price.,Neutral,0.0
cous__.438,Kiran,Sparkling Water,PID005438,Highly recommended!,Negative,-0.674
cous__.439,Arjun,Ready-to-Eat Pasta,PID005439,Average experience.,Positive,0.885
cous__.440,Mira,Frozen Pizza,PID005440,Average experience.,Negative,-0.674
cous__.441,Aditya,Frozen Burritos,PID005441,Fresh and tasty.,Positive,0.885
cous__.442,Amit,Frozen Lasagna,PID005442,Fresh and tasty.,Positive,0.885
cous__.443,Kunal,Instant Noodles,PID005443,Loved the taste!,Neutral,0.0
cous__.444,Pooja,Whole Wheat Bread,PID005444,"Too spicy, not for me.",Positive,0.885
cous__.445,Arjun,Bagels,PID005445,Very delicious!,Negative,-0.674
cous__.446,Varun,Croissants,PID005446,Fresh and tasty.,Neutral,0.0
cous__.447,Rahul,English Muffins,PID005447,Highly recommended!,Positive,0.885
cous__.448,Rohan,Pita Bread,PID005448,Loved the taste!,Positive,0.885
cous__.449,Rohan,Sourdough Bread,PID005449,Very delicious!,Positive,0.885
cous__.450,Mira,Multigrain Cereal,PID005450,Bad packaging.,Neutral,0.0
cous__.451,Meera,Oatmeal,PID005451,Worth the price.,Positive,0.885
cous__.452,Sneha,Granola Bars,PID005452,Worth the price.,Positive,0.885
cous__.453,Arjun,Protein Bars,PID005453,Bad packaging.,Positive,0.885
cous__.454,Suman,Raisin Bran Cereal,PID005454,Loved the taste!,Positive,0.885
cous__.455,Sita,Frozen Vegetables,PID005455,Not satisfied.,Neutral,0.0
cous__.456,Meera,Frozen French Fries,PID005456,"Not good, expected better.",Positive,0.885
cous__.457,Meera,Frozen Chicken Nuggets,PID005457,Very delicious!,Positive,0.885
cous__.458,Suman,Frozen Fish Sticks,PID005458,Not satisfied.,Neutral,0.0
cous__.459,Priya,Frozen Dumplings,PID005459,Average experience.,Negative,-0.674
cous__.460,Raju,Frozen Spring Rolls,PID005460,"Not good, expected better.",Negative,-0.674
cous__.461,Suman,Frozen Waffles,PID005461,Worth the price.,Negative,-0.674
cous__.462,Amit,Frozen Berries,PID005462,"Too spicy, not for me.",Neutral,0.0
cous__.463,Rohan,Tofu,PID005463,Bad packaging.,Positive,0.885
cous__.464,Sita,Dried Fruits,PID005464,Fresh and tasty.,Positive,0.885
cous__.465,Divya,Canned Soup,PID005465,Fresh and tasty.,Positive,0.885
cous__.466,Amit,Nut Mix,PID005466,Average experience.,Positive,0.885
cous__.467,Arjun,Rice Cakes,PID005467,"Too spicy, not for me.",Negative,-0.674
cous__.468,Rohan,Pancake Mix,PID005468,Bad packaging.,Negative,-0.674
cous__.469,Suman,Potato Chips,PID005469,Highly recommended!,Neutral,0.0
cous__.470,Priya,Corn Chips,PID005470,Very delicious!,Negative,-0.674
cous__.471,Kunal,Tortilla Chips,PID005471,Worth the price.,Neutral,0.0
cous__.472,Swati,Veggie Chips,PID005472,Loved the taste!,Neutral,0.0
cous__.473,Arjun,Pretzels,PID005473,Average experience.,Negative,-0.674
cous__.474,Priya,Popcorn,PID005474,Average experience.,Negative,-0.674
cous__.475,Amit,Milk,PID005475,Fresh and tasty.,Positive,0.885
cous__.476,Rohan,Yogurt,PID005476,Highly recommended!,Positive,0.885
cous__.477,Aditya,Cheddar Cheese,PID005477,"Not good, expected better.",Negative,-0.674
cous__.478,Priya,Mozzarella Cheese,PID005478,Highly recommended!,Positive,0.885
cous__.479,Swati,Greek Yogurt,PID005479,Loved the taste!,Neutral,0.0
cous__.480,Mira,Butter,PID005480,Not satisfied.,Negative,-0.674
cous__.481,Sita,Cream Cheese,PID005481,Fresh and tasty.,Positive,0.885
cous__.482,Arjun,Cottage Cheese,PID005482,"Not good, expected better.",Positive,0.885
cous__.483,Raju,Orange Juice,PID005483,Highly recommended!,Negative,-0.674
cous__.484,Sneha,Apple Juice,PID005484,Worth the price.,Negative,-0.674
cous__.485,Divya,Green Tea,PID005485,Bad packaging.,Positive,0.885
cous__.486,Pooja,Coffee,PID005486,Highly recommended!,Negative,-0.674
cous__.487,Amit,Soft Drink,PID005487,Average experience.,Negative,-0.674
cous__.488,Divya,Black Tea,PID005488,Very delicious!,Neutral,0.0
cous__.489,Rahul,Herbal Tea,PID005489,Not satisfied.,Positive,0.885
cous__.490,Arjun,Sparkling Water,PID005490,Not satisfied.,Neutral,0.0
cous__.491,Aditya,Ready-to-Eat Pasta,PID005491,Bad packaging.,Positive,0.885
cous__.492,Mira,Frozen Pizza,PID005492,Fresh and tasty.,Neutral,0.0
cous__.493,Varun,Frozen Burritos,PID005493,Highly recommended!,Negative,-0.674
cous__.494,Kiran,Frozen Lasagna,PID005494,Bad packaging.,Negative,-0.674
cous__.495,Arjun,Instant Noodles,PID005495,Fresh and tasty.,Neutral,0.0
cous__.496,Varun,Whole Wheat Bread,PID005496,Not satisfied.,Negative,-0.674
cous__.497,Suman,Bagels,PID005497,Worth the price.,Neutral,0.0
cous__.498,Swati,Croissants,PID005498,"Not good, expected better.",Negative,-0.674
cous__.499,Arjun,English Muffins,PID005499,Very delicious!,Neutral,0.0
cous__.500,Aditya,Pita Bread,PID005500,Very delicious!,Positive,0.885
cous__.501,Arjun,Sourdough Bread,PID005501,Fresh and tasty.,Negative,-0.674
cous__.502,Varun,Multigrain Cereal,PID005502,Average experience.,Negative,-0.674
cous__.503,Kiran,Oatmeal,PID005503,Very delicious!,Negative,-0.674
cous__.504,Varun,Granola Bars,PID005504,Highly recommended!,Negative,-0.674
cous__.505,Priya,Protein Bars,PID005505,Bad packaging.,Neutral,0.0
cous__.506,Varun,Raisin Bran Cereal,PID005506,Bad packaging.,Positive,0.885
cous__.507,Kunal,Frozen Vegetables,PID005507,Fresh and tasty.,Neutral,0.0
cous__.508,Aditya,Frozen French Fries,PID005508,Average experience.,Negative,-0.674
cous__.509,Swati,Frozen Chicken Nuggets,PID005509,Loved the taste!,Positive,0.885
cous__.510,Kiran,Frozen Fish Sticks,PID005510,Very delicious!,Positive,0.885
cous__.511,Kunal,Frozen Dumplings,PID005511,Highly recommended!,Positive,0.885
cous__.512,Amit,Frozen Spring Rolls,PID005512,Loved the taste!,Negative,-0.674
cous__.513,Raju,Frozen Waffles,PID005513,Fresh and tasty.,Positive,0.885
cous__.514,Meera,Frozen Berries,PID005514,Loved the taste!,Neutral,0.0
cous__.515,Amit,Tofu,PID005515,Loved the taste!,Negative,-0.674
cous__.516,Arjun,Dried Fruits,PID005516,Fresh and tasty.,Negative,-0.674
cous__.517,Sneha,Canned Soup,PID005517,Highly recommended!,Negative,-0.674
cous__.518,Varun,Nut Mix,PID005518,Not satisfied.,Positive,0.885
cous__.519,Priya,Rice Cakes,PID005519,Bad packaging.,Positive,0.885
cous__.520,Arjun,Pancake Mix,PID005520,"Not good, expected better.",Positive,0.885
cous__.521,Pooja,Potato Chips,PID005521,Average experience.,Neutral,0.0
cous__.522,Rohan,Corn Chips,PID005522,Loved the taste!,Neutral,0.0
cous__.523,Pooja,Tortilla Chips,PID005523,"Not good, expected better.",Neutral,0.0
cous__.524,Rahul,Veggie Chips,PID005524,Bad packaging.,Positive,0.885
cous__.525,Rohan,Pretzels,PID005525,Worth the price.,Negative,-0.674
cous__.526,Arjun,Popcorn,PID005526,Average experience.,Positive,0.885
cous__.527,Arjun,Milk,PID005527,"Too spicy, not for me.",Negative,-0.674
cous__.528,Mira,Yogurt,PID005528,Not satisfied.,Positive,0.885
cous__.529,Suman,Cheddar Cheese,PID005529,Highly recommended!,Neutral,0.0
cous__.530,Kunal,Mozzarella Cheese,PID005530,Worth the price.,Negative,-0.674
cous__.531,Divya,Greek Yogurt,PID005531,Highly recommended!,Positive,0.885
cous__.532,Mira,Butter,PID005532,"Not good, expected better.",Neutral,0.0
cous__.533,Divya,Cream Cheese,PID005533,"Too spicy, not for me.",Negative,-0.674
cous__.534,Swati,Cottage Cheese,PID005534,Bad packaging.,Negative,-0.674
cous__.535,Kunal,Orange Juice,PID005535,Fresh and tasty.,Neutral,0.0
cous__.536,Kiran,Apple Juice,PID005536,Worth the price.,Positive,0.885
cous__.537,Suman,Green Tea,PID005537,Average experience.,Positive,0.885
cous__.538,Aditya,Coffee,PID005538,Bad packaging.,Positive,0.885
cous__.539,Rohan,Soft Drink,PID005539,"Too spicy, not for me.",Positive,0.885
cous__.540,Arjun,Black Tea,PID005540,Loved the taste!,Neutral,0.0
cous__.541,Priya,Herbal Tea,PID005541,Not satisfied.,Positive,0.885
cous__.542,Kunal,Sparkling Water,PID005542,Worth the price.,Neutral,0.0
cous__.543,Priya,Ready-to-Eat Pasta,PID005543,Fresh and tasty.,Neutral,0.0
cous__.544,Raju,Frozen Pizza,PID005544,"Not good, expected better.",Neutral,0.0
cous__.545,Sneha,Frozen Burritos,PID005545,"Not good, expected better.",Neutral,0.0
cous__.546,Sneha,Frozen Lasagna,PID005546,Fresh and tasty.,Negative,-0.674
cous__.547,Suman,Instant Noodles,PID005547,Fresh and tasty.,Negative,-0.674
cous__.548,Suman,Whole Wheat Bread,PID005548,Bad packaging.,Negative,-0.674
cous__.549,Arjun,Bagels,PID005549,Fresh and tasty.,Negative,-0.674
cous__.550,Raju,Croissants,PID005550,Not satisfied.,Positive,0.885
cous__.551,Priya,English Muffins,PID005551,Bad packaging.,Positive,0.885
cous__.552,Amit,Pita Bread,PID005552,Highly recommended!,Negative,-0.674
cous__.553,Amit,Sourdough Bread,PID005553,Not satisfied.,Neutral,0.0
cous__.554,Amit,Multigrain Cereal,PID005554,Worth the price.,Neutral,0.0
cous__.555,Kunal,Oatmeal,PID005555,Average experience.,Positive,0.885
cous__.556,Sneha,Granola Bars,PID005556,Fresh and tasty.,Neutral,0.0
cous__.557,Sita,Protein Bars,PID005557,Loved the taste!,Positive,0.885
cous__.558,Swati,Raisin Bran Cereal,PID005558,"Not good, expected better.",Negative,-0.674
cous__.559,Kunal,Frozen Vegetables,PID005559,Fresh and tasty.,Neutral,0.0
cous__.560,Arjun,Frozen French Fries,PID005560,Loved the taste!,Neutral,0.0
cous__.561,Rahul,Frozen Chicken Nuggets,PID005561,Not satisfied.,Positive,0.885
cous__.562,Aditya,Frozen Fish Sticks,PID005562,Bad packaging.,Positive,0.885
cous__.563,Raju,Frozen Dumplings,PID005563,Highly recommended!,Positive,0.885
cous__.564,Priya,Frozen Spring Rolls,PID005564,Bad packaging.,Positive,0.885
cous__.565,Amit,Frozen Waffles,PID005565,Very delicious!,Neutral,0.0
cous__.566,Suman,Frozen Berries,PID005566,Bad packaging.,Negative,-0.674
cous__.567,Pooja,Tofu,PID005567,Fresh and tasty.,Negative,-0.674
cous__.568,Amit,Dried Fruits,PID005568,Loved the taste!,Positive,0.885
cous__.569,Aditya,Canned Soup,PID005569,Average experience.,Negative,-0.674
cous__.570,Divya,Nut Mix,PID005570,Not satisfied.,Neutral,0.0
cous__.571,Arjun,Rice Cakes,PID005571,Very delicious!,Neutral,0.0
cous__.572,Raju,Pancake Mix,PID005572,Bad packaging.,Negative,-0.674
cous__.573,Varun,Potato Chips,PID005573,Very delicious!,Neutral,0.0
cous__.574,Sita,Corn Chips,PID005574,Highly recommended!,Neutral,0.0
cous__.575,Aditya,Tortilla Chips,PID005575,Loved the taste!,Negative,-0.674
cous__.576,Sneha,Veggie Chips,PID005576,"Too spicy, not for me.",Positive,0.885
cous__.577,Sita,Pretzels,PID005577,Loved the taste!,Negative,-0.674
cous__.578,Rohan,Popcorn,PID005578,Not satisfied.,Positive,0.885
cous__.579,Kiran,Milk,PID005579,"Too spicy, not for me.",Neutral,0.0
cous__.580,Kunal,Yogurt,PID005580,Highly recommended!,Neutral,0.0
cous__.581,Mira,Cheddar Cheese,PID005581,Highly recommended!,Positive,0.885
cous__.582,Meera,Mozzarella Cheese,PID005582,Very delicious!,Negative,-0.674
cous__.583,Suman,Greek Yogurt,PID005583,Fresh and tasty.,Neutral,0.0
cous__.584,Rohan,Butter,PID005584,Fresh and tasty.,Positive,0.885
cous__.585,Priya,Cream Cheese,PID005585,Worth the price.,Positive,0.885
cous__.586,Rohan,Cottage Cheese,PID005586,Worth the price.,Negative,-0.674
cous__.587,Sneha,Orange Juice,PID005587,Fresh and tasty.,Positive,0.885
cous__.588,Aditya,Apple Juice,PID005588,Worth the price.,Positive,0.885
cous__.589,Kiran,Green Tea,PID005589,Fresh and tasty.,Neutral,0.0
cous__.590,Divya,Coffee,PID005590,Fresh and tasty.,Negative,-0.674
cous__.591,Swati,Soft Drink,PID005591,Worth the price.,Neutral,0.0
cous__.592,Sita,Black Tea,PID005592,Fresh and tasty.,Negative,-0.674
cous__.593,Sita,Herbal Tea,PID005593,"Too spicy, not for me.",Neutral,0.0
cous__.594,Swati,Sparkling Water,PID005594,Highly recommended!,Positive,0.885
cous__.595,Sita,Ready-to-Eat Pasta,PID005595,"Too spicy, not for me.",Positive,0.885
cous__.596,Kiran,Frozen Pizza,PID005596,Worth the price.,Neutral,0.0
cous__.597,Amit,Frozen Burritos,PID005597,Average experience.,Positive,0.885
cous__.598,Rohan,Frozen Lasagna,PID005598,Very delicious!,Neutral,0.0
cous__.599,Amit,Instant Noodles,PID005599,Bad packaging.,Negative,-0.674
cous__.600,Meera,Whole Wheat Bread,PID005600,Very delicious!,Neutral,0.0
cous__.601,Raju,Bagels,PID005601,Average experience.,Neutral,0.0
cous__.602,Sneha,Croissants,PID005602,Fresh and tasty.,Positive,0.885
cous__.603,Sneha,English Muffins,PID005603,Fresh and tasty.,Neutral,0.0
cous__.604,Raju,Pita Bread,PID005604,Worth the price.,Positive,0.885
cous__.605,Arjun,Sourdough Bread,PID005605,Fresh and tasty.,Positive,0.885
cous__.606,Sita,Multigrain Cereal,PID005606,Loved the taste!,Positive,0.885
cous__.607,Suman,Oatmeal,PID005607,Worth the price.,Negative,-0.674
cous__.608,Aditya,Granola Bars,PID005608,"Not good, expected better.",Neutral,0.0
cous__.609,Divya,Protein Bars,PID005609,Not satisfied.,Neutral,0.0
cous__.610,Kiran,Raisin Bran Cereal,PID005610,"Too spicy, not for me.",Positive,0.885
cous__.611,Suman,Frozen Vegetables,PID005611,Highly recommended!,Negative,-0.674
cous__.612,Suman,Frozen French Fries,PID005612,Fresh and tasty.,Neutral,0.0
cous__.613,Arjun,Frozen Chicken Nuggets,PID005613,Very delicious!,Positive,0.885
cous__.614,Meera,Frozen Fish Sticks,PID005614,Highly recommended!,Negative,-0.674
cous__.615,Sneha,Frozen Dumplings,PID005615,Very delicious!,Positive,0.885
cous__.616,Kunal,Frozen Spring Rolls,PID005616,Very delicious!,Negative,-0.674
cous__.617,Suman,Frozen Waffles,PID005617,"Too spicy, not for me.",Neutral,0.0
cous__.618,Suman,Frozen Berries,PID005618,Worth the price.,Positive,0.885
cous__.619,Priya,Tofu,PID005619,"Too spicy, not for me.",Positive,0.885
cous__.620,Rahul,Dried Fruits,PID005620,Worth the price.,Positive,0.885
cous__.621,Rohan,Canned Soup,PID005621,"Too spicy, not for me.",Positive,0.885
cous__.622,Rahul,Nut Mix,PID005622,Not satisfied.,Neutral,0.0
cous__.623,Kunal,Rice Cakes,PID005623,Fresh and tasty.,Neutral,0.0
cous__.624,Aditya,Pancake Mix,PID005624,Bad packaging.,Negative,-0.674
cous__.625,Rohan,Potato Chips,PID005625,Worth the price.,Neutral,0.0
cous__.626,Arjun,Corn Chips,PID005626,"Not good, expected better.",Positive,0.885
cous__.627,Pooja,Tortilla Chips,PID005627,Fresh and tasty.,Negative,-0.674
cous__.628,Mira,Veggie Chips,PID005628,Worth the price.,Positive,0.885
cous__.629,Suman,Pretzels,PID005629,Fresh and tasty.,Positive,0.885
cous__.630,Kiran,Popcorn,PID005630,Loved the taste!,Positive,0.885
cous__.631,Varun,Milk,PID005631,Bad packaging.,Positive,0.885
cous__.632,Rohan,Yogurt,PID005632,"Too spicy, not for me.",Negative,-0.674
cous__.633,Rohan,Cheddar Cheese,PID005633,"Not good, expected better.",Positive,0.885
cous__.634,Varun,Mozzarella Cheese,PID005634,Fresh and tasty.,Negative,-0.674
cous__.635,Suman,Greek Yogurt,PID005635,Average experience.,Negative,-0.674
cous__.636,Sita,Butter,PID005636,"Too spicy, not for me.",Positive,0.885
cous__.637,Pooja,Cream Cheese,PID005637,Bad packaging.,Positive,0.885
cous__.638,Amit,Cottage Cheese,PID005638,Not satisfied.,Negative,-0.674
cous__.639,Meera,Orange Juice,PID005639,Loved the taste!,Positive,0.885
cous__.640,Varun,Apple Juice,PID005640,Highly recommended!,Negative,-0.674
cous__.641,Arjun,Green Tea,PID005641,Worth the price.,Neutral,0.0
cous__.642,Priya,Coffee,PID005642,Loved the taste!,Positive,0.885
cous__.643,Rahul,Soft Drink,PID005643,Loved the taste!,Positive,0.885
cous__.644,Sneha,Black Tea,PID005644,"Too spicy, not for me.",Neutral,0.0
cous__.645,Amit,Herbal Tea,PID005645,Bad packaging.,Neutral,0.0
cous__.646,Raju,Sparkling Water,PID005646,Very delicious!,Negative,-0.674
cous__.647,Kiran,Ready-to-Eat Pasta,PID005647,Not satisfied.,Neutral,0.0
cous__.648,Rohan,Frozen Pizza,PID005648,Fresh and tasty.,Negative,-0.674
cous__.649,Meera,Frozen Burritos,PID005649,Very delicious!,Positive,0.885
cous__.650,Sneha,Frozen Lasagna,PID005650,Average experience.,Negative,-0.674
cous__.651,Sneha,Instant Noodles,PID005651,"Not good, expected better.",Neutral,0.0
cous__.652,Amit,Whole Wheat Bread,PID005652,Loved the taste!,Neutral,0.0
cous__.653,Amit,Bagels,PID005653,Highly recommended!,Neutral,0.0
cous__.654,Divya,Croissants,PID005654,Average experience.,Positive,0.885
cous__.655,Kiran,English Muffins,PID005655,Bad packaging.,Negative,-0.674
cous__.656,Amit,Pita Bread,PID005656,Bad packaging.,Negative,-0.674
cous__.657,Meera,Sourdough Bread,PID005657,Very delicious!,Negative,-0.674
cous__.658,Pooja,Multigrain Cereal,PID005658,Highly recommended!,Positive,0.885
cous__.659,Amit,Oatmeal,PID005659,Not satisfied.,Negative,-0.674
cous__.660,Sita,Granola Bars,PID005660,Bad packaging.,Positive,0.885
cous__.661,Arjun,Protein Bars,PID005661,Highly recommended!,Positive,0.885
cous__.662,Varun,Raisin Bran Cereal,PID005662,"Not good, expected better.",Negative,-0.674
cous__.663,Pooja,Frozen Vegetables,PID005663,Bad packaging.,Negative,-0.674
cous__.664,Raju,Frozen French Fries,PID005664,Average experience.,Positive,0.885
cous__.665,Raju,Frozen Chicken Nuggets,PID005665,"Too spicy, not for me.",Neutral,0.0
cous__.666,Raju,Frozen Fish Sticks,PID005666,"Not good, expected better.",Neutral,0.0
cous__.667,Amit,Frozen Dumplings,PID005667,"Too spicy, not for me.",Negative,-0.674
cous__.668,Rohan,Frozen Spring Rolls,PID005668,"Too spicy, not for me.",Positive,0.885
cous__.669,Swati,Frozen Waffles,PID005669,Bad packaging.,Negative,-0.674
cous__.670,Arjun,Frozen Berries,PID005670,Loved the taste!,Positive,0.885
cous__.671,Kunal,Tofu,PID005671,Worth the price.,Positive,0.885
cous__.672,Suman,Dried Fruits,PID005672,Fresh and tasty.,Neutral,0.0
cous__.673,Kiran,Canned Soup,PID005673,Fresh and tasty.,Positive,0.885
cous__.674,Kiran,Nut Mix,PID005674,Not satisfied.,Neutral,0.0
cous__.675,Kiran,Rice Cakes,PID005675,"Too spicy, not for me.",Positive,0.885
cous__.676,Suman,Pancake Mix,PID005676,"Not good, expected better.",Neutral,0.0
cous__.677,Rahul,Potato Chips,PID005677,Average experience.,Neutral,0.0
cous__.678,Kunal,Corn Chips,PID005678,Not satisfied.,Positive,0.885
cous__.679,Amit,Tortilla Chips,PID005679,"Too spicy, not for me.",Negative,-0.674
cous__.680,Amit,Veggie Chips,PID005680,"Not good, expected better.",Negative,-0.674
cous__.681,Mira,Pretzels,PID005681,Highly recommended!,Neutral,0.0
cous__.682,Rohan,Popcorn,PID005682,"Not good, expected better.",Negative,-0.674
cous__.683,Amit,Milk,PID005683,Fresh and tasty.,Neutral,0.0
cous__.684,Rahul,Yogurt,PID005684,Worth the price.,Positive,0.885
cous__.685,Priya,Cheddar Cheese,PID005685,"Not good, expected better.",Neutral,0.0
cous__.686,Sneha,Mozzarella Cheese,PID005686,Worth the price.,Positive,0.885
